raw_sponsor_name,cleaned_operating_name,parent_company_candidate,mapping_type,review_status,notes,dashboard_sponsor_name,parent_rollup_name_if_approved,recommended_current_use
"AN2 Therapeutics, Inc",AN2 Therapeutics,AN2 Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,AN2 Therapeutics,AN2 Therapeutics,Use dashboard_sponsor_name
"Altimmune, Inc.",Altimmune,Altimmune,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Altimmune,Altimmune,Use dashboard_sponsor_name
Clinuvel Europe Limited,Clinuvel Europe,Clinuvel Europe,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Clinuvel Europe,Clinuvel Europe,Use dashboard_sponsor_name
"Active Genomes Expressed Diagnostics, Corp",Active Genomes Expressed Diagnostics,Active Genomes Expressed Diagnostics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Active Genomes Expressed Diagnostics,Active Genomes Expressed Diagnostics,Use dashboard_sponsor_name
Biocon Biologics UK PLC,Biocon Biologics UK,Biocon,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,Biocon Biologics UK,Biocon,Use dashboard_sponsor_name for now; parent rollup requires team decision
Tectonic Therapeutic,Tectonic Therapeutic,Tectonic Therapeutic,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Tectonic Therapeutic,Tectonic Therapeutic,Use dashboard_sponsor_name
PolTREG S.A.,PolTREG,PolTREG,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,PolTREG,PolTREG,Use dashboard_sponsor_name
Antengene Biologics Limited,Antengene Biologics,Antengene Biologics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Antengene Biologics,Antengene Biologics,Use dashboard_sponsor_name
Megalabs,Megalabs,Megalabs,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Megalabs,Megalabs,Use dashboard_sponsor_name
"Tune Therapeutics, Inc.",Tune Therapeutics,Tune Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Tune Therapeutics,Tune Therapeutics,Use dashboard_sponsor_name
"Molecular Templates, Inc.",Molecular Templates,Molecular Templates,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Molecular Templates,Molecular Templates,Use dashboard_sponsor_name
Lion TCR Pte. Ltd.,Lion TCR,Lion TCR,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Lion TCR,Lion TCR,Use dashboard_sponsor_name
CatalYm GmbH,CatalYm,CatalYm,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,CatalYm,CatalYm,Use dashboard_sponsor_name
Materia Medica Holding,Materia Medica Holding,Materia Medica Holding,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Materia Medica Holding,Materia Medica Holding,Use dashboard_sponsor_name
"Sensei Biotherapeutics, Inc.",Sensei Biotherapeutics,Sensei Biotherapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Sensei Biotherapeutics,Sensei Biotherapeutics,Use dashboard_sponsor_name
Thymia Limited,Thymia,Thymia,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Thymia,Thymia,Use dashboard_sponsor_name
Neuren Pharmaceuticals Limited,Neuren Pharmaceuticals,Neuren Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Neuren Pharmaceuticals,Neuren Pharmaceuticals,Use dashboard_sponsor_name
Hikma Pharmaceuticals LLC,Hikma Pharmaceuticals,Hikma Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Hikma Pharmaceuticals,Hikma Pharmaceuticals,Use dashboard_sponsor_name
Delcath Systems Inc.,Delcath Systems,Delcath Systems,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Delcath Systems,Delcath Systems,Use dashboard_sponsor_name
Cugene Inc.,Cugene,Cugene,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Cugene,Cugene,Use dashboard_sponsor_name
Abbott Diabetes Care,Abbott Diabetes Care,Abbott,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,Abbott Diabetes Care,Abbott,Use dashboard_sponsor_name for now; parent rollup requires team decision
Panion & BF Biotech Inc.,Panion & BF Biotech,Panion & BF Biotech,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Panion & BF Biotech,Panion & BF Biotech,Use dashboard_sponsor_name
QL Biopharmaceutical Australia Pty Ltd,QL Biopharmaceutical Australia,QL Biopharmaceutical Australia,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,QL Biopharmaceutical Australia,QL Biopharmaceutical Australia,Use dashboard_sponsor_name
"Arcellx, Inc.",Arcellx,Arcellx,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Arcellx,Arcellx,Use dashboard_sponsor_name
Quantum Genomics SA,Quantum Genomics,Quantum Genomics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Quantum Genomics,Quantum Genomics,Use dashboard_sponsor_name
OncoRadiomics,OncoRadiomics,OncoRadiomics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,OncoRadiomics,OncoRadiomics,Use dashboard_sponsor_name
Red de Terapia Celular,Red de Terapia Celular,Red de Terapia Celular,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Red de Terapia Celular,Red de Terapia Celular,Use dashboard_sponsor_name
Rose Pharma Inc,Rose Pharma,Rose Pharma,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Rose Pharma,Rose Pharma,Use dashboard_sponsor_name
iSpecimen Inc,iSpecimen,iSpecimen,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,iSpecimen,iSpecimen,Use dashboard_sponsor_name
"Wuhan Ammunition Life-tech Co., Ltd",Wuhan Ammunition Life-tech,Wuhan Ammunition Life-tech,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Wuhan Ammunition Life-tech,Wuhan Ammunition Life-tech,Use dashboard_sponsor_name
Throne Biotechnologies Inc.,Throne Biotechnologies,Throne Biotechnologies,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Throne Biotechnologies,Throne Biotechnologies,Use dashboard_sponsor_name
"Zhejiang Hanmai Pharmaceutical Technology Co., Ltd.",Zhejiang Hanmai Pharmaceutical Technology,Zhejiang Hanmai Pharmaceutical Technology,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Zhejiang Hanmai Pharmaceutical Technology,Zhejiang Hanmai Pharmaceutical Technology,Use dashboard_sponsor_name
"LyGenesis, Inc.",LyGenesis,LyGenesis,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,LyGenesis,LyGenesis,Use dashboard_sponsor_name
"Yarrow Bioscience, Inc.",Yarrow Bioscience,Yarrow Bioscience,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Yarrow Bioscience,Yarrow Bioscience,Use dashboard_sponsor_name
"Zhejiang Doer Biologics Co., Ltd.",Zhejiang Doer Biologics,Zhejiang Doer Biologics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Zhejiang Doer Biologics,Zhejiang Doer Biologics,Use dashboard_sponsor_name
HighLife SAS,HighLife,HighLife,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,HighLife,HighLife,Use dashboard_sponsor_name
"S-INFINITY Pharmaceuticals Co., Ltd",S-INFINITY Pharmaceuticals,S-INFINITY Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,S-INFINITY Pharmaceuticals,S-INFINITY Pharmaceuticals,Use dashboard_sponsor_name
20Lighter,20Lighter,20Lighter,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,20Lighter,20Lighter,Use dashboard_sponsor_name
"Nuvig Therapeutics, Inc.",Nuvig Therapeutics,Nuvig Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Nuvig Therapeutics,Nuvig Therapeutics,Use dashboard_sponsor_name
"Sinovac Biotech Co., Ltd",Sinovac Biotech,Sinovac Biotech,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Sinovac Biotech,Sinovac Biotech,Use dashboard_sponsor_name
Torrent Pharmaceuticals Limited,Torrent Pharmaceuticals,Torrent Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Torrent Pharmaceuticals,Torrent Pharmaceuticals,Use dashboard_sponsor_name
"Unicycive Therapeutics, Inc",Unicycive Therapeutics,Unicycive Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Unicycive Therapeutics,Unicycive Therapeutics,Use dashboard_sponsor_name
Medtronic Cardiac Rhythm and Heart Failure,Medtronic Cardiac Rhythm and Heart Failure,Medtronic,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,Medtronic Cardiac Rhythm and Heart Failure,Medtronic,Use dashboard_sponsor_name for now; parent rollup requires team decision
Bellerophon Pulse Technologies,Bellerophon Pulse Technologies,Bellerophon Pulse Technologies,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Bellerophon Pulse Technologies,Bellerophon Pulse Technologies,Use dashboard_sponsor_name
"Nucleo Research, Inc.",Nucleo Research,Nucleo Research,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Nucleo Research,Nucleo Research,Use dashboard_sponsor_name
"Broadenbio Ltd., Co.",Broadenbio,Broadenbio,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Broadenbio,Broadenbio,Use dashboard_sponsor_name
"Neonc Technologies, Inc.",Neonc Technologies,Neonc Technologies,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Neonc Technologies,Neonc Technologies,Use dashboard_sponsor_name
ECRI bv,ECRI,ECRI,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,ECRI,ECRI,Use dashboard_sponsor_name
PT Kalbe Genexine Biologics,PT Kalbe Genexine Biologics,PT Kalbe Genexine Biologics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PT Kalbe Genexine Biologics,PT Kalbe Genexine Biologics,Use dashboard_sponsor_name
Trears,Trears,Trears,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Trears,Trears,Use dashboard_sponsor_name
Clene Nanomedicine,Clene Nanomedicine,Clene Nanomedicine,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Clene Nanomedicine,Clene Nanomedicine,Use dashboard_sponsor_name
"TaiwanJ Pharmaceuticals Co., Ltd",TaiwanJ Pharmaceuticals,TaiwanJ Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,TaiwanJ Pharmaceuticals,TaiwanJ Pharmaceuticals,Use dashboard_sponsor_name
Klotho Sciences Australia Pty Ltd.,Klotho Sciences Australia,Klotho Sciences Australia,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Klotho Sciences Australia,Klotho Sciences Australia,Use dashboard_sponsor_name
"Alveus Therapeutics, Inc.",Alveus Therapeutics,Alveus Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Alveus Therapeutics,Alveus Therapeutics,Use dashboard_sponsor_name
Primocure Pharma,Primocure Pharma,Primocure Pharma,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Primocure Pharma,Primocure Pharma,Use dashboard_sponsor_name
Alucent Biomedical,Alucent Biomedical,Alucent Biomedical,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Alucent Biomedical,Alucent Biomedical,Use dashboard_sponsor_name
"Guangdong Raynovent Biotech Co., Ltd",Guangdong Raynovent Biotech,Guangdong Raynovent Biotech,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Guangdong Raynovent Biotech,Guangdong Raynovent Biotech,Use dashboard_sponsor_name
"Zhejiang Raygene Pharmaceuticals Co., Ltd",Zhejiang Raygene Pharmaceuticals,Zhejiang Raygene Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Zhejiang Raygene Pharmaceuticals,Zhejiang Raygene Pharmaceuticals,Use dashboard_sponsor_name
"NiKang Therapeutics, Inc.",NiKang Therapeutics,NiKang Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,NiKang Therapeutics,NiKang Therapeutics,Use dashboard_sponsor_name
Butterfly Network,Butterfly Network,Butterfly Network,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Butterfly Network,Butterfly Network,Use dashboard_sponsor_name
"Circunited BioPharma (Shenzhen) Co., Ltd.",Circunited BioPharma ,Circunited BioPharma ,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Circunited BioPharma ,Circunited BioPharma ,Use dashboard_sponsor_name
Reunion Neuroscience Inc,Reunion Neuroscience,Reunion Neuroscience,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Reunion Neuroscience,Reunion Neuroscience,Use dashboard_sponsor_name
"OncoC4, Inc.",OncoC4,OncoC4,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,OncoC4,OncoC4,Use dashboard_sponsor_name
mAbxience Research S.L.,mAbxience Research,mAbxience,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,mAbxience Research,mAbxience,Use dashboard_sponsor_name for now; parent rollup requires team decision
LiveKidney.Bio,LiveKidney.Bio,LiveKidney.Bio,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,LiveKidney.Bio,LiveKidney.Bio,Use dashboard_sponsor_name
"Krystal Biotech, Inc.",Krystal Biotech,Krystal Biotech,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Krystal Biotech,Krystal Biotech,Use dashboard_sponsor_name
Miltenyi Biomedicine GmbH,Miltenyi Biomedicine,Miltenyi Biomedicine,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Miltenyi Biomedicine,Miltenyi Biomedicine,Use dashboard_sponsor_name
"Atreca, Inc.",Atreca,Atreca,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Atreca,Atreca,Use dashboard_sponsor_name
ChemomAb Ltd.,ChemomAb,ChemomAb,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,ChemomAb,ChemomAb,Use dashboard_sponsor_name
"Helixmith Co., Ltd.",Helixmith,Helixmith,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Helixmith,Helixmith,Use dashboard_sponsor_name
Galderma R&D,Galderma R&D,Galderma,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,Galderma R&D,Galderma,Use dashboard_sponsor_name for now; parent rollup requires team decision
"Daehwa Pharmaceutical Co., Ltd.",Daehwa Pharmaceutical,Daehwa Pharmaceutical,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Daehwa Pharmaceutical,Daehwa Pharmaceutical,Use dashboard_sponsor_name
Modern Biosciences Ltd,Modern Biosciences,Modern Biosciences,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Modern Biosciences,Modern Biosciences,Use dashboard_sponsor_name
PT. Prodia Stem Cell Indonesia,PT. Prodia Stem Cell Indonesia,PT. Prodia Stem Cell Indonesia,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,PT. Prodia Stem Cell Indonesia,PT. Prodia Stem Cell Indonesia,Use dashboard_sponsor_name
"ImmuneMed, Inc.",ImmuneMed,ImmuneMed,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,ImmuneMed,ImmuneMed,Use dashboard_sponsor_name
Advanz Pharma,Advanz Pharma,Advanz Pharma,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Advanz Pharma,Advanz Pharma,Use dashboard_sponsor_name
"Shanghai Kanda Biotechnology Co., Ltd.",Shanghai Kanda Biotechnology,Shanghai Kanda Biotechnology,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Shanghai Kanda Biotechnology,Shanghai Kanda Biotechnology,Use dashboard_sponsor_name
Bright Minds Biosciences Pty Ltd,Bright Minds Biosciences,Bright Minds Biosciences,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Bright Minds Biosciences,Bright Minds Biosciences,Use dashboard_sponsor_name
Therorna,Therorna,Therorna,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Therorna,Therorna,Use dashboard_sponsor_name
Sairopa B.V.,Sairopa,Sairopa,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Sairopa,Sairopa,Use dashboard_sponsor_name
TargED Biopharmaceuticals B.V.,TargED Biopharmaceuticals,TargED Biopharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,TargED Biopharmaceuticals,TargED Biopharmaceuticals,Use dashboard_sponsor_name
MC2 Therapeutics,MC2 Therapeutics,MC2 Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,MC2 Therapeutics,MC2 Therapeutics,Use dashboard_sponsor_name
"Innovent Biopharmaceutical Technology (Hangzhou) Co., LTD.",Innovent Biopharmaceutical Technology ,Innovent Biopharmaceutical Technology ,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Innovent Biopharmaceutical Technology ,Innovent Biopharmaceutical Technology ,Use dashboard_sponsor_name
Allena Pharmaceuticals,Allena Pharmaceuticals,Allena Pharmaceuticals,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Allena Pharmaceuticals,Allena Pharmaceuticals,Use dashboard_sponsor_name
"Ascletis Pharmaceuticals Co., Ltd.",Ascletis Pharmaceuticals,Ascletis Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Ascletis Pharmaceuticals,Ascletis Pharmaceuticals,Use dashboard_sponsor_name
Federation Bio Inc.,Federation Bio,Federation Bio,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Federation Bio,Federation Bio,Use dashboard_sponsor_name
Tharimmune Inc,Tharimmune,Tharimmune,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Tharimmune,Tharimmune,Use dashboard_sponsor_name
Etnova Therapeutics Corp.,Etnova Therapeutics,Etnova Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Etnova Therapeutics,Etnova Therapeutics,Use dashboard_sponsor_name
Oculis,Oculis,Oculis,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Oculis,Oculis,Use dashboard_sponsor_name
Akcea Therapeutics,Akcea Therapeutics,Ionis Pharmaceuticals,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,Akcea Therapeutics,Ionis Pharmaceuticals,Use dashboard_sponsor_name for now; parent rollup requires team decision
Organon and Co,Organon and,Organon,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,Organon and,Organon,Use dashboard_sponsor_name for now; parent rollup requires team decision
Celestra Health Systems,Celestra Health Systems,Celestra Health Systems,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Celestra Health Systems,Celestra Health Systems,Use dashboard_sponsor_name
Poxel SA,Poxel,Poxel,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Poxel,Poxel,Use dashboard_sponsor_name
ImCare Biotech,ImCare Biotech,ImCare Biotech,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,ImCare Biotech,ImCare Biotech,Use dashboard_sponsor_name
Rediscovery Life Sciences,Rediscovery Life Sciences,Rediscovery Life Sciences,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Rediscovery Life Sciences,Rediscovery Life Sciences,Use dashboard_sponsor_name
Zydus Lifesciences Limited,Zydus Lifesciences,Zydus Lifesciences,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Zydus Lifesciences,Zydus Lifesciences,Use dashboard_sponsor_name
"Medeor Therapeutics, Inc.",Medeor Therapeutics,Medeor Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Medeor Therapeutics,Medeor Therapeutics,Use dashboard_sponsor_name
Suzhou Ribo Life Science Co. Ltd.,Suzhou Ribo Life Science,Suzhou Ribo Life Science,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Suzhou Ribo Life Science,Suzhou Ribo Life Science,Use dashboard_sponsor_name
Royal Biologics,Royal Biologics,Royal Biologics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Royal Biologics,Royal Biologics,Use dashboard_sponsor_name
"Advenchen Pharmaceuticals, LLC.",Advenchen Pharmaceuticals,Advenchen Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Advenchen Pharmaceuticals,Advenchen Pharmaceuticals,Use dashboard_sponsor_name
"Bolt Biotherapeutics, Inc.",Bolt Biotherapeutics,Bolt Biotherapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Bolt Biotherapeutics,Bolt Biotherapeutics,Use dashboard_sponsor_name
"Nucorion Pharmaceuticals, Inc.",Nucorion Pharmaceuticals,Nucorion Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Nucorion Pharmaceuticals,Nucorion Pharmaceuticals,Use dashboard_sponsor_name
"Parvus Therapeutics, Inc.",Parvus Therapeutics,Parvus Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Parvus Therapeutics,Parvus Therapeutics,Use dashboard_sponsor_name
Eutilex,Eutilex,Eutilex,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Eutilex,Eutilex,Use dashboard_sponsor_name
Arthrosi Therapeutics,Arthrosi Therapeutics,Arthrosi Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Arthrosi Therapeutics,Arthrosi Therapeutics,Use dashboard_sponsor_name
"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd.",CSPC Baike  Biopharmaceutical,CSPC Baike  Biopharmaceutical,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,CSPC Baike  Biopharmaceutical,CSPC Baike  Biopharmaceutical,Use dashboard_sponsor_name
Syntis Bio,Syntis Bio,Syntis Bio,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Syntis Bio,Syntis Bio,Use dashboard_sponsor_name
R1 Therapeutics,R1 Therapeutics,R1 Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,R1 Therapeutics,R1 Therapeutics,Use dashboard_sponsor_name
"Aardvark Therapeutics, Inc.",Aardvark Therapeutics,Aardvark Therapeutics,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Aardvark Therapeutics,Aardvark Therapeutics,Use dashboard_sponsor_name
"Beijing Kawin Technology Share-Holding Co., Ltd.",Beijing Kawin Technology Share-Holding,Beijing Kawin Technology Share-Holding,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Beijing Kawin Technology Share-Holding,Beijing Kawin Technology Share-Holding,Use dashboard_sponsor_name
"Averitas Pharma, Inc.",Averitas Pharma,Averitas Pharma,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Averitas Pharma,Averitas Pharma,Use dashboard_sponsor_name
China National Biotec Group Company Limited,China National Biotec Group,China National Biotec Group,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,China National Biotec Group,China National Biotec Group,Use dashboard_sponsor_name
Gan & Lee Pharmaceuticals.,Gan & Lee Pharmaceuticals,Gan & Lee Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Gan & Lee Pharmaceuticals,Gan & Lee Pharmaceuticals,Use dashboard_sponsor_name
"Quadriga Biosciences, Inc.",Quadriga Biosciences,Quadriga Biosciences,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Quadriga Biosciences,Quadriga Biosciences,Use dashboard_sponsor_name
"Beijing Syngentech Co., Ltd.",Beijing Syngentech,Beijing Syngentech,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Beijing Syngentech,Beijing Syngentech,Use dashboard_sponsor_name
Pulmongene Ltd.,Pulmongene,Pulmongene,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Pulmongene,Pulmongene,Use dashboard_sponsor_name
"Immune Response BioPharma, Inc.",Immune Response BioPharma,Immune Response BioPharma,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Immune Response BioPharma,Immune Response BioPharma,Use dashboard_sponsor_name
SpectralMD,SpectralMD,SpectralMD,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,SpectralMD,SpectralMD,Use dashboard_sponsor_name
Banner Life Sciences LLC,Banner Life Sciences,Banner Life Sciences,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Banner Life Sciences,Banner Life Sciences,Use dashboard_sponsor_name
Kedrion S.p.A.,Kedrion,Kedrion,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Kedrion,Kedrion,Use dashboard_sponsor_name
Longbio Pharma,Longbio Pharma,Longbio Pharma,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Longbio Pharma,Longbio Pharma,Use dashboard_sponsor_name
Calliditas Therapeutics Suisse SA,Calliditas Therapeutics Suisse,Calliditas Therapeutics,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,Calliditas Therapeutics Suisse,Calliditas Therapeutics,Use dashboard_sponsor_name for now; parent rollup requires team decision
"Ocellaris Pharma, Inc.",Ocellaris Pharma,Ocellaris Pharma,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Ocellaris Pharma,Ocellaris Pharma,Use dashboard_sponsor_name
Nanjing Zenshine Pharmaceuticals,Nanjing Zenshine Pharmaceuticals,Nanjing Zenshine Pharmaceuticals,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Nanjing Zenshine Pharmaceuticals,Nanjing Zenshine Pharmaceuticals,Use dashboard_sponsor_name
Keuro MedTech,Keuro MedTech,Keuro MedTech,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Keuro MedTech,Keuro MedTech,Use dashboard_sponsor_name
"Shanghai Bao Pharmaceuticals Co., Ltd.",Shanghai Bao Pharmaceuticals,Shanghai Bao Pharmaceuticals,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Shanghai Bao Pharmaceuticals,Shanghai Bao Pharmaceuticals,Use dashboard_sponsor_name
Contineum Therapeutics,Contineum Therapeutics,Contineum Therapeutics,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,Contineum Therapeutics,Contineum Therapeutics,Use dashboard_sponsor_name
"Deciphera Pharmaceuticals, LLC",Deciphera Pharmaceuticals,ONO Pharmaceutical,acquisition_rollup_candidate,needs_review,Parent identified via internal knowledge or explicit name string; keep operating name unless group approves rollup.,Deciphera Pharmaceuticals,ONO Pharmaceutical,Use dashboard_sponsor_name for now; parent rollup requires team decision
NVP Healthcare,NVP Healthcare,NVP Healthcare,left_as_is,no_review_needed,No related sponsor/parent mapping identified; kept as original sponsor name.,NVP Healthcare,NVP Healthcare,Use dashboard_sponsor_name
Alfasigma S.p.A.,Alfasigma,Alfasigma,simple_name_variant,no_review_needed,Likely simple sponsor-name standardization.,Alfasigma,Alfasigma,Use dashboard_sponsor_name
